他感冒了。|He caught a cold.|tā gǎn mào le。
这项答复未能使他完全满意。|The answer was not quite satisfactory to him.|zhè xiàng dá fù wèi néng shǐ tā wán quán mǎn yì。
你需要增加蛋白质以增强体质.|You need more protein to build you up.|nǐ xū yào zēng jiā dàn bái zhí yǐ zēng qiáng tǐ zhì.
解放军队获得了大部分奖牌。|The army team carried off most of the medals.|jiě fàng jūn duì huò dé le dà bù fen jiǎng pái。
政府发出了预防水灾的警告。|The government put out a warning against flood.|zhèng fǔ fā chū le yù fáng shuǐ zāi de jǐng gào。
她认定自己受到了迫害.|She persists in the belief/in believing that she is being persecuted.|tā rèn dìng zì jǐ shòu dào le pò hài.
他的火车头模型缺了一个零件.|He lost one of the pieces of his model engine.|tā de huǒ chē tóu mó xíng quē le yī gè líng jiàn.
这一小群人发出了刺耳的喊叫。|A ragged shout went up from the small crowd.|zhè yī xiǎo qún rén fā chū le cì ěr de hǎn jiào。
在所有四季当中，夏天最热。|Of all the four seasons, summer is the hottest.|zài suǒ yǒu sì jì dāng zhōng， xià tiān zuì rè。
他们强迫我做违背我心意的事。|They forced me to do things against my will.|tā men qiǎng pò wǒ zuò wéi bèi wǒ xīn yì de shì。
她在剧中扮演了一个次要的角色。|She acted as a minor role in the play.|tā zài jù zhòng bàn yǎn le yī gè cì yào de jué sè。
欢呼声在远处逐渐消失了.|The sound of the cheering faded (away) in the distance.|huān hū shēng zài yuǎn chù zhú jiàn xiāo shī le.
新鲜空气和运动有益于健康。|Fresh air and exercise are good for the health.|xīn xiān kōng qì huò yùn dòng yǒu yì yú jiàn kāng。
火星是太阳系的第四颗行星。|Mars is the fourth planet in order from the sun.|huǒ xīng shì tài yáng xì de dì sì kē xíng xīng。
听我讲课的人已大大减少了.|Attendance at my lectures has fallen off considerably.|tìng wǒ jiǎng kè de rén yǐ dà dà jiǎn shǎo le.
他在同事中受到的评价很高。|He is highly estimated among his colleagues.|tā zài tóng shì zhòng shòu dào de píng jià hěn gāo。
这个学期他选修了泛读课程。|He selected an extensive reading course this term.|zhè gè xué qī tā xuǎn xiū le fàn dú kè chéng。
我认为他的一些看法并不怎么样。|I don't think much of his ideas.|wǒ rèn wéi tā de yī xiē kàn fǎ bìng bù zěn me yàng。
赞成举办选美的是年轻人。|It is young people who favor holding beauty pageants.|zàn chéng jǔ bàn xuǎn měi de shì nián qīng rén。
灯塔每一分钟发出两次信号。|The lighthouse flashes signals twice a minute.|dēng tǎ měi yī fēn zhōng fā chū liǎng cì xìn hào。
她听到出事的消息吃了一惊。|The news of the accident gave her an unpleasant jolt.|tā tīng dào chū shì de xiāo xi jí le yī jīng。
士兵们背起行装，继续前进。|The soldiers shouldered their kit and moved on.|shì bīng men bèi qǐ xìng zhuāng， jì xù qián jìn。
如同地球一样，火星绕太阳转。|Like the earth, Mars go round the Sun.|rú tóng dì qiú yí yàng， huǒ xīng rào tài yáng zhuàn。
铜比其他材料导电性能好。|Copper conducts electricity better than other materials.|tóng bì qí tā cái liào dǎo diàn xìng néng hào。
听众全体起立向演讲者欢呼.|The audience rose bodily to cheer the speaker.|tīng zhòng quán tǐ qǐ lì xiàng yǎn jiǎng zhě huān hū.
她把盖子轻拍了几下使它松动.|She gave the lid a few gentle taps to loosen it.|tā bǎ gài zi qīng pāi le jǐ xià shǐ tā sōng dòng.
教师们评我的笔试试卷不及格。|The teachers failed me on the written paper.|jiào shī men píng wǒ de bǐ shì shì juàn bù jí gé。
本市每年举行一次夏季音乐节。|This city has a music festival every summer.|běn shì měi nián jǔ xíng yī cì xià jì yīn yuè jié。
外科医生首先切开血管。|First the surgeon performed the section of the blood vessel.|wài kē yī shēng shǒu xiān qiè kāi xuè guǎn。
他们有三个队员防守球门.|They had three players defending the goal (against attack).|tā men yǒu sān gè duì yuán fáng shǒu qiú mén.
那辆汽车一转弯就不见了.|The car turned (round) the corner and disappeared from sight.|nà liàng qì chē yī zhuǎn wān jiù bù jiàn le.
我喜欢这乡村，尤其是在春天。|I love the country, especially in spring.|wǒ xǐ huan zhè xiāng cūn， yóu qí shì zài chūn tiān。
这两种元素已经化学合成.|The two elements are synthesized by a chemical process.|zhè liǎng zhòng yuán sù yǐ jīng huà xué hé chéng.
把小麦从农场运到面粉厂。|Wheat is transported from the farms to the mills.|bǎ xiǎo mài zòng nóng chǎng yùn dào miàn fěn chǎng。
部队包围了这城市好几个月。|The army has laid siege to the city several months.|bù duì bāo wéi le zhè chéng shì hǎo jǐ gè yuè。
司令员对地形作了仔细研究。|The commander made a detailed study of the terrain.|sī lìng yuán duì dì xíng zuò le zǐ xì yán jiū。
这两种元素已经化学合成.|The two elements are synthesized by a chemical process.|zhè liǎng zhòng yuán sù yǐ jīng huà xué hé chéng.
你决不要受别人意见的支配。|You must not be governed by the opinions of others.|nǐ jué bù yào shòu bié rén yì jiàn de zhī pèi。
消防队员无法控制这场大火。|The firemen were unable to control the blaze.|xiāo fáng duì yuán wú fǎ kòng zhì zhè chǎng dà huǒ。
咱们努力收拾这个混乱的局面吧.|Let's try to straighten out this confusion.|zán men nǔ lì shōu shi zhè gè hùn luàn de jú miàn ba.
士兵们遭到近距离的火力射击。|The soldiers got fired into at close quarters.|shì bīng men zāo dào jìn jù lí de huǒ lì shè jī。
没有空气或水，我们就无法生存。|We can't live without air or water.|méi yǒu kōng qì huò shuǐ， wǒ men jiù wú fǎ shēng cún。
他的言谈中流露著自满的口气.|There was a note of self-satisfaction in his speech.|tā de yán tán zhòng liú lù著 zì mǎn de kǒu qì.
渐渐地, 这种货币不再通用。|Gradually, this kind of currency fell into disuse.|jiàn jiàn de,  zhè zhǒng huò bì bù zài tōng yòng。
这家饭馆的价钱对我来说贵了些.|This restaurant is a bit pricey for me.|zhè jiā fàn guǎn de jià qian duì wǒ lái shuō guì le xiē.
把多余的杯子都重新装入箱中.|Repack all the superfluous cups in the box.|bǎ duō yú de bēi zi dōu chóng xīn zhuāng rù xiāng zhòng.
你要把这些书按字母顺序排好.|You must arrange these books in alphabetical order.|nǐ yào bǎ zhè xie shū àn zì mǔ shùn xù pǎi hào.
我错了，我愿为此承担责任。|I made a mistake and I will assume responsibility for it.|wǒ cuò le， wǒ yuàn wèi cǐ chéng dān zé rèn。
那种新式样不久就失去了吸引力。|The new fashion soon lost its appeal.|nà zhòng xīn shì yàng bù jiǔ jiù shī qù le xī yǐn lì。
当官的无疑将决定我们的未来。|Officialdom will no doubt decide our future.|dàng guān de wú yí jiàng jué dìng wǒ men de wèi lái。
他问我身上是否带着打火机。|He asked me if I had a cigarette lighter with me.|tā wèn wǒ shēn shàng shì fǒu dài zhuó dǎ huǒ jī。
这座建筑物不符合安全条例。|The building does not conform to safety regulations.|zhè zuò jiàn zhù wù bù fú hé ān quán tiáo lì。
你的论点太薄弱了，说服不了我。|Your argument is too weak to convince me.|nǐ de lùn diǎn tài bó ruò le， shuō fú bù liǎo wǒ。
卡车转弯时车上货物滑离了原位.|The lorry turned and its load slipped.|kǎ chē zhuǎn wān shí jū shàng huò wù huá lí le yuán wèi.
我们正交谈时, 线路被切断了.|We were cut off in the middle of our conversation.|wǒ men zhèng jiāo tán shí,  xiàn lù bèi qiē duàn le.
这理论否定了一切传统信念.|This theory is a negation of all traditional beliefs.|zhè lǐ lùn fǒu dìng le yī qiè chuán tǒng xìn niàn.
那些云彩在山顶上空停留不散.|Clouds have settled over the mountain tops.|nà xiē yún cai zài shān dǐng shàng kōng tíng liú bù sàn.
当军官的应懂得怎样统率士兵|An officer must know how to handle his men.|dàng jūn guān de yìng dǒng de zěn yàng tǒng shuài shì bīng
我们已用白线画出运动场地.|We have marked the playing area off with a white line.|wǒ men yǐ yòng bái xiàn huà chū yùn dòng cháng de.
本市每年举行一次夏季音乐节。|This city has a music festival every summer.|běn shì měi nián jǔ xíng yī cì xià jì yīn yuè jié。
她在工作中表现出高度的技巧.|She shows a high degree of skill in her work.|tā zài gōng zuò zhòng biǎo xiàn chū gāo dù de jì qiǎo.
保守党势必接连第三届执政.|The Tories in their third term will be unstoppable.|bǎo shǒu dǎng shì bì jiē lián dì sān jiè zhí zhèng.
无论如何我们也只能听其自然。|Be that as it may, I'll leave it as it is.|wú lùn rú hé wǒ men yě zhǐ néng tìng qí zì rán。
他在抬沉重的家具时扭伤了腰。|He did his back in lifting heavy furniture.|tā zài tái chén zhòng de jiā jù shí niǔ shāng le yāo。
她转移目光不看那可怕的情景。|She averted her eyes from the terrible sight.|tā zhuǎn yí mù guāng bù kàn nà kě pà de qíng jǐng。
管子工对管道做了仔细的检查。|The plumber made a careful check of the pipes.|guǎn zi gōng duì guǎn dào zuò le zǐ xì de jiǎn chá。
最好是不服用药物自然入睡。|It is better to sleep naturally than taking medicine.|zuì hǎo shì bù fú yòng yào wù zì rán rù shuì。
他出身于一个小资产阶级家庭。|He came from a petty-bourgeois family.|tā chū shēn yú yī gè xiǎo zī chǎn jiē jí jiā tíng。
这个计画因缺乏资金而难以实现.|The project was hamstrung by lack of funds.|zhè gè jì huà yīn quē fá zī jīn ér nán yǐ shí xiàn.
距离六英里以外的东西很难看清.|At a distance of six miles you can't see much.|jù lí liù yīng lǐ yǐ wài de dōng xi hěn nán kàn qīng.
待在像这样的地方不合我的身份。|I don't belong in the place like this.|dài zài xiàng zhè yàng de dì fang bù hé wǒ de shēn fèn。
她转移目光不看那可怕的情景。|She averted her eyes from the terrible sight.|tā zhuǎn yí mù guāng bù kàn nà kě pà de qíng jǐng。
她把书放在一旁, 点了一支香烟.|She set aside her book and lit a cigarette.|tā bǎ shū fàng zài yī páng,  diǎn le yī zhī xiāng yān.
有些人相信上帝创造了世界。|Some people believe that God created the world.|yǒu xiē rén xiāng xìn shàng dì chuàng zào le shì jiè。
听了这话，他不由得笑了起来。|Hearing the words, he couldn't keep from laughing.|tìng le zhè huà， tā bù yóu de xiào le qǐ lai。
这只猫毛很光滑，看来喂得很好。|The cat looked very sleek and well fed.|zhè zhǐ māo máo hěn guāng hua， kàn lai wèi de hěn hào。
这本书包含你所需的一切资料。|This book contains all the information you need.|zhè běn shū bāo hán nǐ suǒ xū de yī qiè zī liào。
有些人想将私有大麻合法化.|Some people want to legalize the possession of cannabis.|yǒu xiē rén xiǎng jiàng sī yǒu dà má hé fǎ huà.
四面八方立即伸出援助之手。|Offers of help are coming in thick and fast.|sì miàn bā fāng lì jí shēn chū yuán zhù zhī shǒu。
获胜的队扛著队长走出场地.|The winning team chaired their captain off the field.|huò shèng de duì káng著 duì zhǎng zǒu chū chǎng dì.
这项新工作对我来说处处称心如意.|This new job suits me to a T.|zhè xiàng xīn gōng zuò duì wǒ lái shuō chù chù chèn xīn rú yì.
如今女子再也不接受此种待遇了.|Women today no longer accept such treatment.|rú jīn nu:3 zǐ zài yě bù jiē shòu cǐ zhòng dài yù le.
他的指控遭到一阵愤怒的反对声。|His charges were met with cries of anger.|tā de zhǐ kòng zāo dào yī zhèn fèn nù de fǎn duì shēng。
实际成本比我们预料的高得多.|The actual cost was much higher than we had expected.|shí jì chéng běn bì wǒ men yù liào de gāo de duō.
他的拒绝对我们是一个无情的打击。|His refusal was a merciless blow to us.|tā de jù jué duì wǒ men shì yī gè wú qíng de dǎ jī。
他对该提议轻率的拒绝激怒了我。|His rash dismissal of the offer annoyed me.|tā duì gāi tí yì qīng shuài de jù jué jī nù le wǒ。
只有时间才能证明你是否正确。|Only time will tell if you are right.|zhǐ yǒu shí jiān cái néng zhèng míng nǐ shì fǒu zhèng què。
角制的用动物角或类似物质制成的|Made of horn or a similar substance.|jué zhì de yòng dòng wù jué huò lèi sì wù zhì zhì chéng de
他每次将一粒花生扔进嘴里。|He tossed the peanuts into his mouth one at a time.|tā měi cì jiàng yī lì huā shēng rēng jìn zuǐ lǐ。
他因与母亲分离而感到不快。|He was unhappy because of his separation from his mother.|tā yīn yù mǔ qīn fēn lí ér gǎn dào bù kuài。
